Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-10 09:30:00-04:00,119.58999633789062,120.31999969482422,119.36000061035156,119.87000274658203,1994080,0,0
2022-08-10 09:45:00-04:00,119.85749816894531,120.58999633789062,119.81999969482422,120.30000305175781,939298,0,0
2022-08-10 10:00:00-04:00,120.31999969482422,120.52999877929688,119.70999908447266,119.80000305175781,623741,0,0
2022-08-10 10:15:00-04:00,119.80000305175781,120.2300033569336,119.52999877929688,120.22000122070312,644894,0,0
2022-08-10 10:30:00-04:00,120.22000122070312,120.54000091552734,120.19000244140625,120.5,633405,0,0
2022-08-10 10:45:00-04:00,120.51000213623047,120.97000122070312,120.43000030517578,120.92500305175781,658246,0,0
2022-08-10 11:00:00-04:00,120.93000030517578,121.44000244140625,120.88999938964844,121.33000183105469,1084505,0,0
2022-08-10 11:15:00-04:00,121.31999969482422,121.36000061035156,121.05989837646484,121.27999877929688,613407,0,0
2022-08-10 11:30:00-04:00,121.27999877929688,121.51899719238281,121.20999908447266,121.44999694824219,498138,0,0
2022-08-10 11:45:00-04:00,121.45500183105469,121.76000213623047,121.42009735107422,121.73999786376953,723432,0,0
2022-08-10 12:00:00-04:00,121.74500274658203,121.77999877929688,121.23999786376953,121.30999755859375,526198,0,0
2022-08-10 12:15:00-04:00,121.31999969482422,121.3499984741211,120.69999694824219,120.86000061035156,621690,0,0
2022-08-10 12:30:00-04:00,120.86499786376953,121.04000091552734,120.66999816894531,120.73770141601562,321798,0,0
2022-08-10 12:45:00-04:00,120.7300033569336,120.78359985351562,120.41999816894531,120.66000366210938,408430,0,0
2022-08-10 13:00:00-04:00,120.66999816894531,120.8468017578125,120.37000274658203,120.83999633789062,547605,0,0
2022-08-10 13:15:00-04:00,120.83999633789062,120.9800033569336,120.73999786376953,120.81430053710938,325928,0,0
2022-08-10 13:30:00-04:00,120.81999969482422,120.93499755859375,120.55999755859375,120.87999725341797,311463,0,0
2022-08-10 13:45:00-04:00,120.87999725341797,121.0199966430664,120.79010009765625,120.87000274658203,355833,0,0
2022-08-10 14:00:00-04:00,120.86000061035156,120.97000122070312,120.5,120.73999786376953,400350,0,0
2022-08-10 14:15:00-04:00,120.73999786376953,120.87999725341797,120.70999908447266,120.80999755859375,470752,0,0
2022-08-10 14:30:00-04:00,120.80999755859375,120.80999755859375,120.55999755859375,120.69999694824219,481173,0,0
2022-08-10 14:45:00-04:00,120.72000122070312,120.73500061035156,120.37000274658203,120.37000274658203,354642,0,0
2022-08-10 15:00:00-04:00,120.37000274658203,120.56999969482422,120.31999969482422,120.55999755859375,436644,0,0
2022-08-10 15:15:00-04:00,120.55000305175781,120.70999908447266,120.4800033569336,120.6500015258789,485935,0,0
2022-08-10 15:30:00-04:00,120.65699768066406,120.66999816894531,120.47000122070312,120.66000366210938,687783,0,0
2022-08-10 15:45:00-04:00,120.66000366210938,121.0,120.44999694824219,120.6500015258789,1866865,0,0
2022-08-11 09:30:00-04:00,122.08000183105469,122.34020233154297,121.6500015258789,121.8499984741211,1815377,0,0
2022-08-11 09:45:00-04:00,121.86000061035156,122.20999908447266,121.62999725341797,121.81999969482422,958158,0,0
2022-08-11 10:00:00-04:00,121.81999969482422,122.30000305175781,121.69999694824219,122.1709976196289,1132649,0,0
2022-08-11 10:15:00-04:00,122.16999816894531,122.30000305175781,121.37999725341797,121.37999725341797,772800,0,0
2022-08-11 10:30:00-04:00,121.37999725341797,121.74610137939453,121.1500015258789,121.25279998779297,597339,0,0
