Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-10 09:30:00-04:00,295.8333435058594,295.9966735839844,289.3933410644531,292.39996337890625,6106131,0,0.0
2022-08-10 09:45:00-04:00,292.3933410644531,293.1199951171875,285.6766662597656,287.67333984375,2842266,0,0.0
2022-08-10 10:00:00-04:00,287.6283264160156,288.8166809082031,285.3333435058594,286.11334228515625,1794974,0,0.0
2022-08-10 10:15:00-04:00,286.0833435058594,286.7706604003906,283.3699951171875,285.0366516113281,1800797,0,0.0
2022-08-10 10:30:00-04:00,284.9369812011719,289.5333251953125,284.6000061035156,288.1566467285156,1711059,0,0.0
2022-08-10 10:45:00-04:00,288.2232971191406,290.5933532714844,287.8666687011719,289.7866516113281,1262209,0,0.0
2022-08-10 11:00:00-04:00,289.88665771484375,292.2966613769531,288.8500061035156,290.0899963378906,1431589,0,0.0
2022-08-10 11:15:00-04:00,290.1000061035156,290.65997314453125,288.3399963378906,290.283203125,955321,0,0.0
2022-08-10 11:30:00-04:00,290.3166809082031,291.5882873535156,288.4366760253906,291.4599914550781,897195,0,0.0
2022-08-10 11:45:00-04:00,291.4466857910156,291.48333740234375,289.7683410644531,290.695556640625,611340,0,0.0
2022-08-10 12:00:00-04:00,290.5966491699219,291.3299865722656,289.3333435058594,289.5083312988281,617452,0,0.0
2022-08-10 12:15:00-04:00,289.6000061035156,290.4799499511719,288.88665771484375,290.24420166015625,653877,0,0.0
2022-08-10 12:30:00-04:00,290.27667236328125,290.9866638183594,289.4533386230469,290.7366638183594,535275,0,0.0
2022-08-10 12:45:00-04:00,290.75,291.1199951171875,289.8694763183594,290.84832763671875,519717,0,0.0
2022-08-10 13:00:00-04:00,290.86334228515625,291.5500183105469,290.0,291.3412780761719,521696,0,0.0
2022-08-10 13:15:00-04:00,291.4266662597656,293.1499938964844,291.3416748046875,292.0666198730469,848313,0,0.0
2022-08-10 13:30:00-04:00,292.0333251953125,294.0,291.3733215332031,293.6666259765625,866078,0,0.0
2022-08-10 13:45:00-04:00,293.6666564941406,294.4200134277344,292.7877502441406,293.8260803222656,737511,0,0.0
2022-08-10 14:00:00-04:00,293.8183288574219,294.6566467285156,292.6166687011719,292.8066711425781,687007,0,0.0
2022-08-10 14:15:00-04:00,292.7814636230469,293.7166748046875,292.6100158691406,293.2933349609375,485776,0,0.0
2022-08-10 14:30:00-04:00,293.260009765625,293.3333435058594,292.0433349609375,292.163330078125,577025,0,0.0
2022-08-10 14:45:00-04:00,292.19000244140625,292.6173400878906,291.3800048828125,291.64666748046875,470474,0,0.0
2022-08-10 15:00:00-04:00,291.6001892089844,293.1600036621094,291.0666809082031,293.0199890136719,666115,0,0.0
2022-08-10 15:15:00-04:00,293.046630859375,294.4599914550781,292.7342224121094,294.01666259765625,849059,0,0.0
2022-08-10 15:30:00-04:00,293.9366760253906,294.1999816894531,293.086669921875,293.9166564941406,598228,0,0.0
2022-08-10 15:45:00-04:00,293.88665771484375,294.8999938964844,293.5733642578125,294.2833251953125,1375530,0,0.0
2022-08-11 09:30:00-04:00,297.6666564941406,297.7633056640625,293.3999938964844,293.5233459472656,3249764,0,0.0
2022-08-11 09:45:00-04:00,293.6666564941406,294.99664306640625,292.030029296875,292.73333740234375,1689234,0,0.0
2022-08-11 10:00:00-04:00,292.77667236328125,294.3833312988281,292.1333312988281,292.8933410644531,1450592,0,0.0
2022-08-11 10:15:00-04:00,292.836669921875,295.4333190917969,292.7699890136719,293.8288269042969,1399419,0,0.0
2022-08-11 10:30:00-04:00,293.8049011230469,295.1266784667969,291.7500305175781,291.86334228515625,1290938,0,0.0
2022-08-11 10:45:00-04:00,291.9666748046875,292.5133056640625,290.7466735839844,292.24822998046875,1125232,0,0.0
2022-08-11 11:00:00-04:00,292.3083190917969,292.7483215332031,288.5500183105469,289.6683349609375,1374228,0,0.0
2022-08-11 11:15:00-04:00,289.60833740234375,289.97332763671875,288.0733337402344,289.9132995605469,950613,0,0.0
2022-08-11 11:30:00-04:00,289.6833190917969,291.0133361816406,289.586669921875,289.8766784667969,738642,0,0.0
2022-08-11 11:45:00-04:00,289.8482971191406,289.9966735839844,288.2966613769531,289.5848388671875,732828,0,0.0
2022-08-11 12:00:00-04:00,289.6066589355469,290.57666015625,288.8299865722656,289.25,462763,0,0.0
2022-08-11 12:15:00-04:00,289.2649841308594,290.75,288.9815673828125,290.6756591796875,538159,0,0.0
2022-08-11 12:30:00-04:00,290.59075927734375,291.9800109863281,290.4116516113281,291.2433166503906,624736,0,0.0
2022-08-11 12:45:00-04:00,291.2200012207031,291.4132995605469,290.6147155761719,290.8349914550781,398893,0,0.0
2022-08-11 13:00:00-04:00,290.721923828125,290.9833068847656,289.4038391113281,290.2410583496094,472294,0,0.0
2022-08-11 13:15:00-04:00,290.2413024902344,291.2533264160156,289.906005859375,290.38665771484375,372095,0,0.0
2022-08-11 13:30:00-04:00,290.3333435058594,291.64666748046875,289.92999267578125,291.3899841308594,417444,0,0.0
2022-08-11 13:45:00-04:00,291.2566833496094,291.38043212890625,289.75335693359375,290.01666259765625,370907,0,0.0
2022-08-11 14:00:00-04:00,290.0666809082031,290.0799865722656,289.010009765625,289.1882019042969,437356,0,0.0
2022-08-11 14:15:00-04:00,289.25,289.9533386230469,289.0199890136719,289.4549865722656,396038,0,0.0
2022-08-11 14:30:00-04:00,289.4304504394531,289.5832824707031,287.19000244140625,287.5283508300781,831529,0,0.0
2022-08-11 14:45:00-04:00,287.5,287.7533264160156,286.0967102050781,287.05706787109375,890209,0,0.0
2022-08-11 15:00:00-04:00,287.0553283691406,287.38330078125,285.8766784667969,286.3466491699219,645561,0,0.0
2022-08-11 15:15:00-04:00,286.3466491699219,287.2848815917969,286.0,286.7200012207031,474258,0,0.0
2022-08-11 15:30:00-04:00,286.69293212890625,287.0,285.8333435058594,286.2700500488281,542201,0,0.0
2022-08-11 15:45:00-04:00,286.2833251953125,287.1333312988281,285.8500061035156,286.7166748046875,911738,0,0.0
2022-08-12 09:30:00-04:00,288.4533386230469,289.2799987792969,285.1833190917969,287.7200012207031,2411499,0,0.0
2022-08-12 09:45:00-04:00,287.7550048828125,287.8999938964844,285.51666259765625,287.1766662597656,1307236,0,0.0
2022-08-12 10:00:00-04:00,287.0500183105469,290.1600036621094,285.0333251953125,288.6166687011719,1949464,0,0.0
2022-08-12 10:15:00-04:00,288.6666564941406,290.0,288.0899963378906,288.47332763671875,1012065,0,0.0
2022-08-12 10:30:00-04:00,288.5683288574219,289.47332763671875,287.67333984375,289.10333251953125,833124,0,0.0
2022-08-12 10:45:00-04:00,289.0400085449219,292.2300109863281,288.1266784667969,291.92999267578125,1414912,0,0.0
2022-08-12 11:00:00-04:00,292.55499267578125,293.51666259765625,292.0500183105469,293.2166748046875,1563053,0,0.0
2022-08-12 11:15:00-04:00,293.19000244140625,295.163330078125,292.92999267578125,293.8466491699219,1413515,0,0.0
2022-08-12 11:30:00-04:00,293.89166259765625,295.0,293.5,294.3044128417969,757237,0,0.0
2022-08-12 11:45:00-04:00,294.2801818847656,294.48333740234375,292.836669921875,293.1466979980469,666044,0,0.0
2022-08-12 12:00:00-04:00,293.2123107910156,295.556640625,293.1000061035156,294.8349914550781,817917,0,0.0
2022-08-12 12:15:00-04:00,294.8349914550781,295.8999938964844,294.8349914550781,295.3566589355469,929396,0,0.0
2022-08-12 12:30:00-04:00,295.4433288574219,296.0966491699219,294.75909423828125,295.3402099609375,555478,0,0.0
2022-08-12 12:45:00-04:00,295.38665771484375,295.47833251953125,294.4278259277344,294.8333435058594,355900,0,0.0
2022-08-12 13:00:00-04:00,294.849609375,295.336669921875,294.1266784667969,295.086669921875,402751,0,0.0
2022-08-12 13:15:00-04:00,295.1433410644531,296.0,294.9366760253906,295.4375915527344,445792,0,0.0
2022-08-12 13:30:00-04:00,295.42999267578125,295.64666748046875,294.739990234375,295.3433532714844,247405,0,0.0
2022-08-12 13:45:00-04:00,295.3399963378906,295.7333068847656,295.1230163574219,295.54632568359375,269483,0,0.0
2022-08-12 14:00:00-04:00,295.5666809082031,296.3233337402344,295.51666259765625,296.13336181640625,940499,0,0.0
2022-08-12 14:15:00-04:00,296.11663818359375,297.8233337402344,296.0799865722656,297.8116760253906,875010,0,0.0
2022-08-12 14:30:00-04:00,297.8058166503906,298.9333190917969,297.510009765625,298.2499694824219,1080742,0,0.0
