Open,High,Low,Close,Volume,Dividends,Stock Splits
112.29000091552734,112.60910034179688,112.19999694824219,112.37000274658203,1140830,0,0
112.356201171875,112.356201171875,111.9000015258789,112.08999633789062,395789,0,0
112.08999633789062,112.22000122070312,111.95999908447266,111.95999908447266,312903,0,0
111.9749984741211,112.08999633789062,111.81999969482422,111.91500091552734,295853,0,0
111.91000366210938,112.08999633789062,111.79000091552734,112.08999633789062,704804,0,0
112.08989715576172,112.44000244140625,112.06999969482422,112.36000061035156,359762,0,0
112.37000274658203,112.40899658203125,112.12999725341797,112.18990325927734,286464,0,0
112.19000244140625,112.52999877929688,112.16999816894531,112.51000213623047,302069,0,0
112.5199966430664,112.52999877929688,112.2699966430664,112.37000274658203,184154,0,0
112.37000274658203,112.62999725341797,112.37000274658203,112.58000183105469,206588,0,0
112.58000183105469,112.62999725341797,112.37000274658203,112.48500061035156,190485,0,0
112.48999786376953,112.63999938964844,112.27999877929688,112.33000183105469,191360,0,0
112.31999969482422,112.37000274658203,112.13999938964844,112.16000366210938,196659,0,0
112.1500015258789,112.34700012207031,112.11000061035156,112.25,210260,0,0
112.25,112.2699966430664,112.05000305175781,112.08000183105469,234664,0,0
112.08000183105469,112.11830139160156,111.8499984741211,111.94999694824219,244379,0,0
111.97000122070312,111.9800033569336,111.72000122070312,111.78500366210938,318905,0,0
111.79000091552734,111.93990325927734,111.62000274658203,111.7300033569336,238111,0,0
111.7300033569336,111.76609802246094,111.33000183105469,111.37000274658203,317418,0,0
111.37999725341797,111.47000122070312,111.25,111.25,215624,0,0
111.25,111.41000366210938,111.25,111.40299987792969,237194,0,0
111.4000015258789,111.56999969482422,111.37999725341797,111.50499725341797,141975,0,0
111.5,111.74009704589844,111.43000030517578,111.7300033569336,147822,0,0
111.7300033569336,111.8499984741211,111.70999908447266,111.84500122070312,154325,0,0
111.8499984741211,111.91000366210938,111.73999786376953,111.86000061035156,133113,0,0
111.86000061035156,111.86000061035156,111.44999694824219,111.65630340576172,180653,0,0
111.6500015258789,111.82499694824219,111.59500122070312,111.6500015258789,191660,0,0
111.66000366210938,111.7698974609375,111.52999877929688,111.61499786376953,148365,0,0
111.61499786376953,111.63999938964844,111.41000366210938,111.44000244140625,168416,0,0
111.43000030517578,111.44499969482422,111.08999633789062,111.2300033569336,251953,0,0
111.22000122070312,111.29000091552734,111.0999984741211,111.1698989868164,132166,0,0
111.16000366210938,111.31719970703125,111.01000213623047,111.02999877929688,160027,0,0
111.01499938964844,111.23729705810547,110.93000030517578,111.12000274658203,212390,0,0
111.125,111.18000030517578,111.0,111.05500030517578,154823,0,0
111.05999755859375,111.25,111.0,111.19999694824219,197763,0,0
111.19999694824219,111.23999786376953,111.08000183105469,111.2300033569336,133647,0,0
111.23200225830078,111.30500030517578,111.16999816894531,111.2510986328125,141272,0,0
111.25,111.37000274658203,111.08999633789062,111.33999633789062,169705,0,0
111.33000183105469,111.44000244140625,111.31999969482422,111.41999816894531,133494,0,0
111.41999816894531,111.44999694824219,111.25,111.37000274658203,193322,0,0
111.37999725341797,111.54000091552734,111.37000274658203,111.51959991455078,115241,0,0
111.51000213623047,111.58529663085938,111.4800033569336,111.51000213623047,94828,0,0
111.51000213623047,111.52999877929688,111.19999694824219,111.44499969482422,262823,0,0
111.44000244140625,111.69000244140625,111.41999816894531,111.6677017211914,116985,0,0
111.66000366210938,111.75,111.61000061035156,111.69000244140625,136547,0,0
111.69000244140625,111.70999908447266,111.55000305175781,111.58499908447266,192606,0,0
111.58999633789062,111.69999694824219,111.5199966430664,111.65809631347656,104912,0,0
111.66000366210938,111.79499816894531,111.58999633789062,111.77999877929688,115863,0,0
111.7699966430664,111.81999969482422,111.66999816894531,111.80000305175781,111320,0,0
111.79000091552734,111.80999755859375,111.63999938964844,111.66000366210938,93528,0,0
111.65499877929688,111.66999816894531,111.51000213623047,111.53700256347656,107000,0,0
111.54000091552734,111.6500015258789,111.5199966430664,111.62999725341797,93369,0,0
111.63870239257812,111.80999755859375,111.62999725341797,111.78500366210938,89927,0,0
111.77999877929688,111.79499816894531,111.72000122070312,111.72000122070312,88926,0,0
111.72000122070312,111.74500274658203,111.58000183105469,111.61000061035156,109210,0,0
111.61000061035156,111.6500015258789,111.54499816894531,111.54499816894531,108345,0,0
111.54000091552734,111.68000030517578,111.5199966430664,111.66000366210938,114751,0,0
111.66000366210938,111.70999908447266,111.33000183105469,111.4000015258789,176210,0,0
111.3949966430664,111.55999755859375,111.30999755859375,111.41999816894531,263862,0,0
111.43000030517578,111.50499725341797,111.13999938964844,111.16999816894531,321352,0,0
111.1698989868164,111.30000305175781,111.1449966430664,111.23999786376953,208447,0,0
111.25,111.42310333251953,111.23999786376953,111.37000274658203,133874,0,0
111.36000061035156,111.44000244140625,111.31999969482422,111.41999816894531,111257,0,0
111.4000015258789,111.5199966430664,111.37100219726562,111.51000213623047,112933,0,0
111.5000991821289,111.54000091552734,111.45999908447266,111.48999786376953,115066,0,0
111.4800033569336,111.55000305175781,111.37000274658203,111.41000366210938,109375,0,0
111.41999816894531,111.44000244140625,111.30000305175781,111.4000015258789,110628,0,0
111.4000015258789,111.52999877929688,111.375,111.5,110300,0,0
111.48999786376953,111.62000274658203,111.47000122070312,111.5999984741211,137293,0,0
111.58999633789062,111.62999725341797,111.44000244140625,111.47000122070312,131699,0,0
111.4800033569336,111.55999755859375,111.41000366210938,111.44999694824219,118513,0,0
111.44999694824219,111.4800033569336,111.37999725341797,111.41999816894531,130482,0,0
111.41000366210938,111.51000213623047,111.38999938964844,111.41999816894531,176722,0,0
111.43000030517578,111.4977035522461,111.37000274658203,111.49009704589844,201020,0,0
111.5,111.69999694824219,111.375,111.69000244140625,237787,0,0
111.69000244140625,111.7699966430664,111.61000061035156,111.75,311464,0,0
111.73999786376953,111.77999877929688,111.62000274658203,111.63999938964844,331691,0,0
111.62999725341797,111.91999816894531,111.61000061035156,111.91000366210938,880141,0,0
108.88999938964844,109.37000274658203,108.44999694824219,108.58000183105469,1485737,0,0
108.55000305175781,108.55999755859375,107.70999908447266,108.06999969482422,709205,0,0
108.06999969482422,108.19000244140625,107.70999908447266,107.80999755859375,557199,0,0
107.80999755859375,108.08000183105469,107.72000122070312,107.86000061035156,377496,0,0
107.87999725341797,108.10900115966797,107.68000030517578,107.72000122070312,420540,0,0
