Open,High,Low,Close,Volume,Dividends,Stock Splits
391.0899963378906,393.0,390.989990234375,392.23760986328125,147157,0,0
391.5,392.7699890136719,389.8399963378906,391.989990234375,73643,0,0
392.9700012207031,393.44000244140625,392.79998779296875,392.94500732421875,60885,0,0
393.0950012207031,393.94000244140625,392.3800048828125,392.8999938964844,40209,0,0
392.92999267578125,393.6000061035156,392.8299865722656,393.2799987792969,84073,0,0
393.92999267578125,394.45001220703125,393.5,394.0,34181,0,0
394.0050048828125,394.3900146484375,393.4288024902344,393.68499755859375,48392,0,0
393.69000244140625,394.1199951171875,393.2699890136719,393.67999267578125,23841,0,0
393.57000732421875,393.6700134277344,392.7850036621094,392.8500061035156,52111,0,0
392.92999267578125,393.70001220703125,392.8900146484375,393.42999267578125,31428,0,0
393.46600341796875,393.8599853515625,393.0299987792969,393.4949951171875,23016,0,0
393.5400085449219,393.5799865722656,392.8739013671875,393.1199951171875,21236,0,0
393.260009765625,393.260009765625,392.19000244140625,392.28240966796875,38101,0,0
392.2799987792969,392.44000244140625,391.3800048828125,391.690185546875,47041,0,0
391.67999267578125,391.67999267578125,390.6593017578125,391.0,34817,0,0
390.9599914550781,391.20001220703125,390.760009765625,390.9849853515625,37707,0,0
390.885009765625,391.42999267578125,390.6300048828125,390.7200012207031,29589,0,0
390.5950012207031,391.30499267578125,390.4549865722656,390.6700134277344,32991,0,0
390.7300109863281,390.75,389.6700134277344,389.95001220703125,37378,0,0
389.3500061035156,389.739990234375,389.3500061035156,389.3800048828125,28083,0,0
389.4100036621094,390.42999267578125,389.3299865722656,390.29998779296875,57188,0,0
390.4100036621094,392.25,390.0799865722656,391.9700012207031,52803,0,0
391.8299865722656,392.6400146484375,391.6199951171875,392.54998779296875,26281,0,0
392.5215148925781,393.4100036621094,392.5199890136719,393.2799987792969,15878,0,0
393.4100036621094,393.70001220703125,393.1199951171875,393.6499938964844,17109,0,0
393.4800109863281,393.4800109863281,392.239990234375,392.6499938964844,19144,0,0
392.9100036621094,393.5849914550781,392.610107421875,393.29998779296875,14715,0,0
393.125,393.239990234375,392.94000244140625,393.17950439453125,23272,0,0
393.17999267578125,393.5,392.1000061035156,392.3800048828125,15562,0,0
392.3599853515625,392.3599853515625,390.739990234375,391.54998779296875,33340,0,0
391.45001220703125,391.62091064453125,391.0,391.04998779296875,12639,0,0
391.260009765625,391.8599853515625,391.010009765625,391.2900085449219,21087,0,0
391.1400146484375,391.9800109863281,390.8131103515625,391.6600036621094,23091,0,0
391.79998779296875,391.9700012207031,391.2699890136719,391.75,16096,0,0
391.6099853515625,392.2550048828125,391.54998779296875,392.2149963378906,19612,0,0
392.1400146484375,392.3500061035156,391.9100036621094,392.0799865722656,14141,0,0
392.1199951171875,392.9289855957031,392.1199951171875,392.67999267578125,19417,0,0
392.7300109863281,392.8900146484375,392.239990234375,392.7550048828125,22210,0,0
392.70001220703125,392.8399963378906,392.3999938964844,392.7900085449219,16437,0,0
392.7799987792969,393.3900146484375,392.5899963378906,393.3699951171875,24968,0,0
393.4200134277344,393.92999267578125,393.3999938964844,393.9100036621094,17415,0,0
393.8699951171875,394.1700134277344,393.80999755859375,394.1300048828125,23753,0,0
394.14068603515625,394.20001220703125,393.30999755859375,393.8500061035156,16219,0,0
393.8999938964844,394.44000244140625,393.7200012207031,394.260009765625,16369,0,0
394.260009765625,394.38861083984375,394.0299987792969,394.0899963378906,28671,0,0
394.0899963378906,394.1700134277344,393.70001220703125,393.70001220703125,14301,0,0
393.75,394.20001220703125,393.6593017578125,394.135009765625,19159,0,0
394.125,394.1300048828125,393.6099853515625,393.8800048828125,28510,0,0
393.8599853515625,394.3539123535156,393.8550109863281,394.1199951171875,35622,0,0
394.1199951171875,394.1199951171875,393.6000061035156,393.614990234375,10308,0,0
393.510009765625,393.6400146484375,393.2799987792969,393.3599853515625,22508,0,0
393.4100036621094,393.7749938964844,393.29998779296875,393.7349853515625,26404,0,0
393.760009765625,394.29998779296875,393.69000244140625,394.29998779296875,28441,0,0
394.2900085449219,394.7900085449219,394.1499938964844,394.6199951171875,23034,0,0
394.55999755859375,394.55999755859375,393.95001220703125,394.0199890136719,14979,0,0
393.9200134277344,393.989990234375,393.4599914550781,393.4700012207031,23117,0,0
393.3299865722656,393.6199951171875,393.2401123046875,393.5,17476,0,0
393.45001220703125,393.82000732421875,393.0,393.375,28899,0,0
393.4599914550781,393.79998779296875,393.0,393.3900146484375,16360,0,0
393.3599853515625,393.6600036621094,392.9855041503906,393.20001220703125,13719,0,0
393.1300048828125,393.5050048828125,392.9175109863281,393.1549987792969,15375,0,0
393.1600036621094,393.3999938964844,392.79998779296875,393.3999938964844,22697,0,0
393.4049987792969,393.4700012207031,393.0299987792969,393.3800048828125,25760,0,0
393.30999755859375,393.80999755859375,393.2799987792969,393.7900085449219,25165,0,0
393.94000244140625,394.0199890136719,393.49310302734375,393.6300048828125,22931,0,0
393.54998779296875,393.92999267578125,393.5400085449219,393.7124938964844,20766,0,0
393.6700134277344,394.2200012207031,393.6199951171875,394.2200012207031,17970,0,0
394.17999267578125,394.989990234375,394.17999267578125,394.8949890136719,21318,0,0
394.8500061035156,395.4800109863281,394.7203063964844,395.2218933105469,44760,0,0
395.1549987792969,395.1861877441406,394.4949951171875,394.7799987792969,17777,0,0
394.7349853515625,395.2200012207031,394.625,395.1099853515625,37472,0,0
395.0867919921875,395.42999267578125,394.92999267578125,395.42999267578125,21388,0,0
395.4200134277344,395.6199951171875,394.8299865722656,394.8399963378906,41099,0,0
