Open,High,Low,Close,Volume,Dividends,Stock Splits
87.05000305175781,87.08090209960938,85.27010345458984,86.2249984741211,1031813,0,0
86.25,87.69000244140625,86.0448989868164,87.12000274658203,644244,0,0
87.08999633789062,88.36000061035156,86.94000244140625,87.83999633789062,669394,0,0
87.83999633789062,88.13999938964844,87.4301986694336,87.9000015258789,608541,0,0
87.9000015258789,88.94000244140625,87.9000015258789,88.5999984741211,619848,0,0
88.5999984741211,89.16000366210938,88.44000244140625,89.11000061035156,500878,0,0
89.125,89.20999908447266,88.7750015258789,88.8499984741211,339465,0,0
88.84500122070312,88.97000122070312,88.4800033569336,88.79000091552734,363567,0,0
88.81999969482422,88.91000366210938,88.26000213623047,88.91000366210938,434776,0,0
88.91000366210938,89.18000030517578,88.84010314941406,88.94000244140625,485405,0,0
88.94000244140625,89.02999877929688,88.01300048828125,88.19999694824219,351704,0,0
88.19000244140625,88.66950225830078,88.06999969482422,88.6500015258789,234402,0,0
88.65010070800781,88.69000244140625,88.35089874267578,88.6050033569336,212546,0,0
88.61000061035156,88.7699966430664,88.41000366210938,88.56999969482422,197151,0,0
88.58999633789062,88.58999633789062,87.93000030517578,88.25,201869,0,0
88.26000213623047,88.33000183105469,87.83000183105469,87.93000030517578,242665,0,0
87.91000366210938,88.0199966430664,87.70020294189453,87.78500366210938,221648,0,0
87.7699966430664,87.88999938964844,87.5728988647461,87.87000274658203,246706,0,0
87.86499786376953,87.94499969482422,87.69000244140625,87.92500305175781,276554,0,0
87.93000030517578,88.20999908447266,87.83999633789062,88.07499694824219,209573,0,0
88.05999755859375,88.33999633789062,87.93000030517578,87.93000030517578,234070,0,0
87.93000030517578,88.47000122070312,87.80999755859375,88.32990264892578,282622,0,0
88.31999969482422,88.48999786376953,88.11000061035156,88.4800033569336,253100,0,0
88.4800033569336,88.54000091552734,88.02999877929688,88.06999969482422,291451,0,0
88.06999969482422,88.3561019897461,87.98359680175781,88.06999969482422,360003,0,0
88.08000183105469,88.6500015258789,88.01000213623047,88.56999969482422,1006216,0,0
87.11000061035156,89.2249984741211,86.91000366210938,88.2699966430664,1100303,0,0
88.91999816894531,89.12000274658203,87.87000274658203,88.58999633789062,914222,0,0
88.57499694824219,88.77999877929688,87.69999694824219,88.16000366210938,394955,0,0
88.19000244140625,88.4291000366211,87.61000061035156,88.1500015258789,357443,0,0
88.19999694824219,88.26000213623047,87.48999786376953,88.02999877929688,360370,0,0
88.08000183105469,88.69000244140625,87.81999969482422,88.36000061035156,414406,0,0
88.36000061035156,88.63999938964844,88.36000061035156,88.44999694824219,318933,0,0
88.41999816894531,88.66000366210938,88.0,88.62999725341797,230399,0,0
88.62999725341797,88.86000061035156,88.29000091552734,88.80000305175781,264668,0,0
88.80000305175781,89.12000274658203,88.62999725341797,89.01499938964844,285109,0,0
89.01000213623047,89.45999908447266,88.92500305175781,89.33000183105469,550968,0,0
89.33000183105469,90.06999969482422,89.16000366210938,89.80000305175781,613317,0,0
89.80000305175781,90.25,89.56009674072266,90.23789978027344,384365,0,0
90.23999786376953,90.3499984741211,90.16000366210938,90.30000305175781,520491,0,0
90.29000091552734,90.66999816894531,90.0250015258789,90.5740966796875,625181,0,0
90.56999969482422,90.66000366210938,89.76000213623047,89.83999633789062,552970,0,0
89.80000305175781,89.80000305175781,89.06999969482422,89.13999938964844,495446,0,0
89.12000274658203,89.48999786376953,88.87999725341797,89.37249755859375,387700,0,0
89.38999938964844,89.87000274658203,89.22000122070312,89.76000213623047,362996,0,0
89.7500991821289,89.7699966430664,89.36000061035156,89.63999938964844,415057,0,0
89.62999725341797,90.05000305175781,89.55999755859375,89.82499694824219,387007,0,0
89.83999633789062,89.97000122070312,89.43000030517578,89.7300033569336,450184,0,0
89.72000122070312,89.98500061035156,89.66000366210938,89.96289825439453,493449,0,0
89.97000122070312,90.09989929199219,89.31749725341797,89.81500244140625,628262,0,0
89.81500244140625,90.06680297851562,89.51010131835938,89.57969665527344,792916,0,0
89.58999633789062,89.80000305175781,89.31999969482422,89.63999938964844,1680559,0,0
101.0,101.88999938964844,99.8832015991211,100.25430297851562,11963883,0,0
100.52940368652344,101.66000366210938,100.33000183105469,101.09549713134766,4657991,0,0
101.05999755859375,101.93000030517578,100.53009796142578,100.74009704589844,3207542,0,0
100.74700164794922,100.83999633789062,99.0999984741211,99.27999877929688,2662744,0,0
99.2750015258789,99.29000091552734,98.30000305175781,98.30000305175781,2583025,0,0
98.28500366210938,99.44999694824219,98.18000030517578,99.20999908447266,2139629,0,0
99.20999908447266,99.86000061035156,98.71499633789062,98.90599822998047,1582184,0,0
98.9000015258789,99.13999938964844,98.72000122070312,98.79000091552734,1098338,0,0
98.83000183105469,98.84500122070312,98.27999877929688,98.44999694824219,1287861,0,0
98.44519805908203,98.5999984741211,98.16000366210938,98.29000091552734,1292377,0,0
98.2699966430664,98.45999908447266,97.83999633789062,98.23370361328125,1926466,0,0
98.23860168457031,98.44999694824219,97.95999908447266,98.2300033569336,1009874,0,0
98.22000122070312,98.87999725341797,98.12010192871094,98.4000015258789,1602460,0,0
98.3949966430664,98.69000244140625,98.0,98.05020141601562,1529097,0,0
98.04000091552734,98.12999725341797,97.4800033569336,97.72000122070312,1208805,0,0
97.73999786376953,97.9000015258789,97.2699966430664,97.65789794921875,1360276,0,0
97.66059875488281,98.2499008178711,97.52999877929688,98.21499633789062,1163078,0,0
98.20999908447266,98.30000305175781,97.75,97.98999786376953,771325,0,0
97.98999786376953,98.25,97.80999755859375,97.93000030517578,827957,0,0
