time,open,high,low,close,"volume"
2020-10-05 07:15:00,139.629072331,139.629072331,139.629072331,139.629072331,523.0
2020-10-05 07:30:00,139.73355667,139.73355667,139.73355667,139.73355667,200.0
2020-10-05 08:15:00,139.771550976,139.819043858,139.73355667,139.790548129,1428.0
2020-10-05 08:30:00,139.866536739,139.866536739,139.866536739,139.866536739,640.0
2020-10-05 08:45:00,139.819043858,139.914029621,139.819043858,139.914029621,1024.0
2020-10-05 09:00:00,140.15956782,140.15956782,139.866536739,139.866536739,711.0
2020-10-05 09:15:00,140.198986912,140.198986912,139.819043858,139.819043858,344.0
2020-10-05 09:30:00,139.724058094,140.075505419,139.705060941,140.075505419,1501.0
2020-10-05 09:45:00,139.629072331,140.160992606,139.543585143,139.60532589,342947.0
2020-10-05 10:00:00,139.60532589,139.752553823,139.258722839,139.282089337,142959.0
2020-10-05 10:15:00,139.306120735,139.686063789,139.078154902,139.609980192,159542.0
2020-10-05 10:30:00,139.548334432,140.104001148,139.534086567,140.094502572,156716.0
2020-10-05 10:45:00,140.113499724,140.179989759,139.847539587,139.923528197,209354.0
2020-10-05 11:00:00,139.923528197,140.028012537,139.775350406,139.83804101,94072.0
2020-10-05 11:15:00,139.847539587,140.179989759,139.819043858,139.956773215,110400.0
2020-10-05 11:30:00,139.971021079,140.198986912,139.971021079,140.137246165,183071.0
2020-10-05 11:45:00,140.132496877,140.217984064,140.018513961,140.217984064,85616.0
2020-10-05 12:00:00,140.20126657,140.274975522,139.985268944,140.018513961,81348.0
2020-10-05 12:15:00,140.018513961,140.066006843,139.811539982,139.847539587,66975.0
2020-10-05 12:30:00,139.847539587,140.179989759,139.820658616,140.018513961,114882.0
2020-10-05 12:45:00,140.012814815,140.122998301,139.933026774,139.961522503,63144.0
2020-10-05 13:00:00,139.961522503,140.075505419,139.904531045,140.075505419,70111.0
2020-10-05 13:15:00,140.066006843,140.104001148,139.809545281,139.961522503,102557.0
2020-10-05 13:30:00,139.956773215,139.980519656,139.809545281,139.866536739,57018.0
2020-10-05 13:45:00,139.876035316,140.035991341,139.847539587,139.980519656,82737.0
2020-10-05 14:00:00,139.961522503,140.056508266,139.846779701,139.866536739,59264.0
2020-10-05 14:15:00,139.852288875,139.967031677,139.790548129,139.937776062,67266.0
2020-10-05 14:30:00,139.933026774,140.018513961,139.923528197,140.005215954,70946.0
2020-10-05 14:45:00,139.999516808,140.141995453,139.980519656,140.066006843,113336.0
2020-10-05 15:00:00,140.075505419,140.322468404,140.075505419,140.312969828,166681.0
2020-10-05 15:15:00,140.312969828,140.569431389,140.227482641,140.536186372,111368.0
2020-10-05 15:30:00,140.550434236,140.778400069,140.545684948,140.702411458,143330.0
2020-10-05 15:45:00,140.711910034,140.85438868,140.578929966,140.72634787,196820.0
2020-10-05 16:00:00,140.721408611,140.939875867,140.654918576,140.787898645,547970.0
2020-10-05 16:15:00,140.797397222,140.797397222,140.578929966,140.578929966,315365.0
2020-10-05 16:30:00,140.797397222,140.797397222,140.797397222,140.797397222,1058.0
2020-10-05 16:45:00,140.778400069,140.797397222,140.778400069,140.797397222,1649.0
2020-10-05 17:45:00,140.578929966,140.578929966,140.578929966,140.578929966,127.0
2020-10-05 19:15:00,140.768901492,140.768901492,140.768901492,140.768901492,558.0
2020-10-06 08:15:00,141.224833157,141.224833157,141.03486163,141.03486163,966.0
2020-10-06 08:30:00,141.167841699,141.481294719,141.167841699,141.481294719,260.0
2020-10-06 08:45:00,141.519289024,141.5287876,141.519289024,141.5287876,772.0
2020-10-06 09:00:00,141.253328886,141.253328886,141.177340276,141.196337428,1165.0
2020-10-06 09:15:00,141.186838852,141.196337428,141.186838852,141.196337428,1148.0
2020-10-06 09:30:00,141.053858783,141.433801837,141.053858783,141.433801837,796.0
2020-10-06 09:45:00,140.844890103,141.158343123,140.531437084,140.69766217,504589.0
2020-10-06 10:00:00,140.678665017,140.730907187,140.028012537,140.303471251,169976.0
